raw,kalman
2109.00,2094.06
2139.00,2095.62
2195.00,2099.23
2283.00,2106.90
2395.00,2122.46
2491.00,2151.37
2573.00,2201.94
2621.00,2277.81
2663.00,2373.99
2693.00,2471.78
2727.00,2557.09
2764.00,2626.51
2807.00,2684.58
2833.00,2729.78
2867.00,2768.63
2871.00,2795.77
2893.00,2819.31
2891.00,2835.39
2925.00,2853.68
2937.00,2869.85
2957.00,2885.93
2957.00,2898.59
2963.00,2909.48
2967.00,2918.70
2968.00,2926.17
2972.00,2932.71
2991.00,2940.57
2983.00,2946.12
3002.00,2953.07
3005.00,2959.38
3017.00,2966.19
3017.00,2972.10
3026.00,2978.23
3025.00,2983.47
3033.00,2988.86
3021.00,2992.30
3028.00,2995.95
3031.00,2999.41
3034.00,3002.72
3020.00,3004.32
3031.00,3006.65
3029.00,3008.54
3025.00,3009.87
3019.00,3010.58
3019.00,3011.19
3015.00,3011.45
3017.00,3011.81
3013.00,3011.89
3017.00,3012.18
3006.00,3011.84
3013.00,3011.90
3003.00,3011.45
3006.00,3011.18
3005.00,3010.89
3004.00,3010.58
3003.00,3010.24
3014.00,3010.40
2989.00,3009.52
2999.00,3009.08
3002.00,3008.79
2991.00,3008.09
2995.00,3007.57
3013.00,3007.78
2980.00,3006.73
2975.00,3005.52
2967.00,3004.01
2959.00,3002.19
2924.00,2998.88
2899.00,2994.23
2852.00,2986.70
2807.00,2975.26
2757.00,2957.87
2697.00,2931.09
2631.00,2890.53
2567.00,2833.01
2500.00,2757.58
2453.00,2674.13
2391.00,2587.50
2342.00,2507.96
2279.00,2433.39
2259.00,2377.24
2223.00,2330.54
2204.00,2294.63
2189.00,2266.92
2174.00,2244.52
2169.00,2227.73
2159.00,2213.72
2141.00,2200.04
2132.00,2187.97
2123.00,2177.08
2121.00,2168.15
2109.00,2159.25
2117.00,2153.16
2116.00,2148.14
2105.00,2142.67
2104.00,2137.99
2107.00,2134.42
2105.00,2131.21
2107.00,2128.70
2101.00,2125.99
2100.00,2123.55
2095.00,2120.99
2104.00,2119.52
2089.00,2117.01
2093.00,2115.08
2093.00,2113.37
2090.00,2111.62
2089.00,2109.97
2091.00,2108.63
2087.00,2107.16
2093.00,2106.21
2087.00,2104.98
2094.00,2104.30
2087.00,2103.26
2089.00,2102.43
2087.00,2101.56
2092.00,2101.03
2084.00,2100.12
2087.00,2099.44
2085.00,2098.71
2093.00,2098.42
2085.00,2097.78
2090.00,2097.42
2094.00,2097.26
2101.00,2097.42
2099.00,2097.49
2115.00,2098.20
2111.00,2098.72
2135.00,2100.16
2147.00,2102.07
2168.00,2104.89
2187.00,2108.68
2201.00,2113.39
2221.00,2119.52
2255.00,2128.30
2285.00,2140.22
2335.00,2157.91
2412.00,2186.38
2491.00,2230.42
2547.00,2290.17
2607.00,2364.82
2657.00,2446.02
2701.00,2523.98
2744.00,2593.47
2785.00,2653.35
2823.00,2704.56
2861.00,2749.60
2889.00,2787.83
2916.00,2821.12
2921.00,2845.69
2931.00,2865.13
2932.00,2879.21
2951.00,2893.05
2951.00,2903.51
2965.00,2913.83
2952.00,2919.88
2955.00,2925.00
2954.00,2928.91
2963.00,2933.17
2969.00,2937.39
2984.00,2942.61
2988.00,2947.56
3000.00,2953.14
3005.00,2958.59
3013.00,2964.25
3019.00,2969.91
3031.00,2976.20
3017.00,2980.42
3021.00,2984.51
3023.00,2988.29
3029.00,2992.18
3019.00,2994.69
3037.00,2998.50
3032.00,3001.47
3035.00,3004.37
3033.00,3006.79
3037.00,3009.27
3032.00,3011.09
3032.00,3012.71
3029.00,3013.92
3034.00,3015.35
3021.00,3015.75
3032.00,3016.81
3029.00,3017.58
3026.00,3018.09
3007.00,3017.44
3017.00,3017.42
3005.00,3016.76
3015.00,3016.67
2999.00,3015.80
3013.00,3015.66
2999.00,3014.88
3003.00,3014.34
2983.00,3012.93
2985.00,3011.66
2973.00,3009.88
2955.00,3007.30
2925.00,3003.21
2895.00,2997.29
2847.00,2987.91
2804.00,2974.10
2741.00,2952.40
2675.00,2919.08
2601.00,2869.02
2526.00,2798.78
2446.00,2708.25
2389.00,2611.05
2333.00,2518.51
2287.00,2439.52
2259.00,2379.41
2223.00,2330.64
2204.00,2293.85
2191.00,2266.40
2181.00,2245.61
2159.00,2226.40
2155.00,2211.66
2142.00,2198.36
2137.00,2187.39
2135.00,2178.64
2125.00,2170.28
2125.00,2163.62
2118.00,2157.31
2117.00,2152.03
2117.00,2147.68
2117.00,2144.08
2111.00,2140.42
2108.00,2137.00
2109.00,2134.17
2108.00,2131.65
2102.00,2128.92
2104.00,2126.70
2103.00,2124.68
2103.00,2122.90
2101.00,2121.17
2099.00,2119.49
2102.00,2118.20
2095.00,2116.56
2095.00,2115.07
2101.00,2114.13
2096.00,2112.96
2105.00,2112.46
2101.00,2111.77
2099.00,2111.04
2093.00,2110.03
2096.00,2109.26
2099.00,2108.71
2100.00,2108.27
2101.00,2107.90
2096.00,2107.33
2100.00,2106.99
2101.00,2106.71
2099.00,2106.38
2101.00,2106.15
2105.00,2106.10
2103.00,2105.97
2107.00,2106.01
2106.00,2106.01
2120.00,2106.52
2134.00,2107.49
2152.00,2109.10
2181.00,2111.83
2197.00,2115.37
2232.00,2120.77
2277.00,2129.22
2332.00,2142.67
2393.00,2164.00
2446.00,2195.98
2494.00,2240.87
2536.00,2298.07
2578.00,2364.03
2643.00,2439.00
2685.00,2511.60
2730.00,2578.37
2764.00,2635.02
2793.00,2681.63
2811.00,2717.81
2858.00,2754.31
2904.00,2791.74
2925.00,2824.41
2929.00,2849.20
2940.00,2869.42
2957.00,2887.67
2966.00,2903.07
2975.00,2916.40
2975.00,2926.65
2991.00,2937.17
3006.00,2947.89
3013.00,2957.69
3019.00,2966.61
3029.00,2975.36
3048.00,2985.26
3053.00,2994.41
3067.00,3004.06
3076.00,3013.57
3087.00,3023.21
3095.00,3032.60
3095.00,3040.73
3081.00,3045.87
3093.00,3051.59
3090.00,3056.09
3103.00,3061.34
3119.00,3067.64
3091.00,3070.17
3095.00,3072.70
3093.00,3074.67
3091.00,3076.16
3096.00,3077.87
3102.00,3079.86
3097.00,3081.22
3083.00,3081.36
3087.00,3081.76
3091.00,3082.37
3083.00,3082.41
3080.00,3082.27
3089.00,3082.65
3087.00,3082.89
3077.00,3082.58
3081.00,3082.50
3068.00,3081.81
3079.00,3081.68
3068.00,3081.06
3077.00,3080.88
3053.00,3079.69
3061.00,3078.89
3052.00,3077.74
3053.00,3076.67
3045.00,3075.30
3021.00,3072.90
3019.00,3070.39
2983.00,3066.11
2951.00,3059.84
2902.00,3049.92
2840.00,3033.90
2761.00,3007.21
2659.00,2961.49
2555.00,2887.44
2485.00,2787.52
2421.00,2674.10
2360.00,2564.46
2303.00,2469.71
2265.00,2396.91
2228.00,2340.51
2199.00,2296.82
2185.00,2265.09
2181.00,2243.42
2169.00,2226.20
2155.00,2211.25
2146.00,2198.62
2139.00,2187.92
2139.00,2179.74
2140.00,2173.57
2133.00,2167.75
2124.00,2161.88
2125.00,2157.18
2121.00,2152.82
2118.00,2148.84
2121.00,2145.81
2117.00,2142.84
2109.00,2139.51
2111.00,2136.80
2107.00,2134.08
2109.00,2131.87
2109.00,2129.93
2116.00,2128.80
2117.00,2127.88
2111.00,2126.65
2109.00,2125.41
2115.00,2124.70
2107.00,2123.55
2107.00,2122.51
2109.00,2121.68
2117.00,2121.41
2115.00,2121.05
2109.00,2120.40
2111.00,2119.91
2109.00,2119.36
2109.00,2118.85
2117.00,2118.76
2108.00,2118.27
2111.00,2117.94
2108.00,2117.51
2117.00,2117.49
2117.00,2117.47
2117.00,2117.45
2109.00,2117.13
2119.00,2117.20
2120.00,2117.30
2111.00,2117.08
2116.00,2117.05
2135.00,2117.64
2119.00,2117.68
2127.00,2117.98
2151.00,2119.02
2195.00,2121.49
2245.00,2125.95
2285.00,2132.80
2323.00,2143.02
2357.00,2157.79
2420.00,2181.32
2507.00,2220.51
2588.00,2281.43
2654.00,2364.65
2709.00,2461.23
2744.00,2552.12
2763.00,2622.71
2783.00,2674.40
2809.00,2714.60
2825.00,2744.94
2851.00,2771.59
2872.00,2795.03
2873.00,2812.10
2886.00,2827.03
2899.00,2840.57
2903.00,2851.63
2903.00,2860.17
2931.00,2871.14
2927.00,2879.53
2959.00,2890.90
2965.00,2901.44
2983.00,2912.90
2985.00,2923.02
2995.00,2932.98
2990.00,2940.77
3005.00,2949.26
3001.00,2955.98
3005.00,2962.12
3005.00,2967.30
3015.00,2972.84
3005.00,2976.46
3007.00,2979.74
3005.00,2982.32
3012.00,2985.19
3003.00,2986.85
3003.00,2988.27
2999.00,2989.16
3007.00,2990.56
3005.00,2991.64
2991.00,2991.60
2991.00,2991.56
2991.00,2991.52
2983.00,2991.02
2997.00,2991.36
2985.00,2991.01
2989.00,2990.91
2975.00,2990.12
2983.00,2989.77
2987.00,2989.64
2975.00,2988.97
2973.00,2988.26
2980.00,2987.90
2969.00,2987.09
2959.00,2985.90
2953.00,2984.48
2953.00,2983.11
2935.00,2980.97
2935.00,2978.83
2915.00,2975.75
2893.00,2971.47
2857.00,2964.97
2831.00,2956.23
2787.00,2943.31
2735.00,2923.98
2658.00,2893.09
2599.00,2848.67
2532.00,2787.40
2450.00,2706.38
2383.00,2613.62
2311.00,2516.54
2264.00,2430.70
2229.00,2362.43
2203.00,2311.09
2190.00,2274.99
2173.00,2247.43
2171.00,2228.67
2156.00,2212.64
2149.00,2199.80
2139.00,2188.54
2137.00,2179.67
2136.00,2172.71
2134.00,2166.99
2130.00,2161.91
2125.00,2157.16
2123.00,2153.02
2126.00,2149.92
2125.00,2147.23
2121.00,2144.56
2119.00,2142.09
2121.00,2140.14
2108.00,2137.32
2111.00,2135.08
2120.00,2133.83
2119.00,2132.67
2119.00,2131.65
2111.00,2130.18
2117.00,2129.27
2119.00,2128.59
2116.00,2127.79
2117.00,2127.14
2118.00,2126.60
2119.00,2126.17
2111.00,2125.35
2111.00,2124.60
2118.00,2124.26
2121.00,2124.10
2119.00,2123.85
2123.00,2123.82
2109.00,2123.17
2121.00,2123.07
2116.00,2122.78
2119.00,2122.62
2117.00,2122.40
2119.00,2122.27
2120.00,2122.19
2119.00,2122.08
2119.00,2121.97
2124.00,2122.04
2119.00,2121.94
2121.00,2121.91
2124.00,2121.97
2132.00,2122.28
2140.00,2122.81
2149.00,2123.59
2164.00,2124.83
2203.00,2127.34
2239.00,2131.33
2285.00,2137.77
2335.00,2148.01
2394.00,2164.62
2427.00,2188.63
2464.00,2222.35
2501.00,2266.82
2533.00,2319.81
2569.00,2378.05
2619.00,2440.55
2669.00,2503.98
2724.00,2567.35
2775.00,2628.22
2815.00,2682.99
2854.00,2732.09
2875.00,2771.84
2893.00,2803.76
2907.00,2829.22
2917.00,2849.34
2933.00,2867.10
2931.00,2879.79
2943.00,2891.36
2949.00,2901.21
2943.00,2907.90
2941.00,2912.79
2955.00,2918.54
2951.00,2922.72
2953.00,2926.37
2957.00,2929.84
2961.00,2933.18
2973.00,2937.26
2991.00,2942.61
2974.00,2945.72
2984.00,2949.38
2979.00,2952.14
2979.00,2954.55
2975.00,2956.32
2975.00,2957.86
2971.00,2958.90
2973.00,2959.95
2971.00,2960.74
2971.00,2961.44
2967.00,2961.80
2967.00,2962.12
2963.00,2962.18
2965.00,2962.33
2957.00,2962.05
2957.00,2961.79
2955.00,2961.46
2959.00,2961.35
2953.00,2960.97
2957.00,2960.80
2943.00,2960.04
2951.00,2959.66
2941.00,2958.90
2940.00,2958.12
2938.00,2957.31
2941.00,2956.64
2937.00,2955.85
2937.00,2955.10
2933.00,2954.21
2937.00,2953.53
2934.00,2952.75
2927.00,2951.73
2925.00,2950.66
2919.00,2949.37
2903.00,2947.46
2887.00,2944.85
2861.00,2940.98
2822.00,2934.89
2764.00,2924.72
2709.00,2908.76
2644.00,2883.40
2587.00,2845.54
2511.00,2788.97
2438.00,2711.72
2367.00,2617.78
2317.00,2522.96
2264.00,2436.08
2221.00,2363.50
2196.00,2308.98
2184.00,2271.12
2171.00,2243.63
2163.00,2223.64
2154.00,2208.07
2150.00,2196.28
2136.00,2185.15
2129.00,2175.52
2121.00,2166.79
2123.00,2160.18
2117.00,2154.10
2123.00,2149.97
2117.00,2145.89
2119.00,2142.76
2111.00,2139.29
2119.00,2137.18
2111.00,2134.62
2111.00,2132.42
2111.00,2130.51
2109.00,2128.68
2107.00,2126.92
2110.00,2125.60
2103.00,2123.90
2109.00,2122.82
2104.00,2121.51
2108.00,2120.60
2109.00,2119.85
2108.00,2119.12
2103.00,2118.16
2119.00,2118.21
2109.00,2117.70
2110.00,2117.29
2108.00,2116.82
2119.00,2116.93
2109.00,2116.55
2111.00,2116.30
2104.00,2115.75
2109.00,2115.46
2105.00,2115.02
2117.00,2115.10
2111.00,2114.94
2117.00,2115.01
2110.00,2114.83
2116.00,2114.87
2108.00,2114.63
2110.00,2114.47
2111.00,2114.35
2117.00,2114.44
2111.00,2114.33
2117.00,2114.41
2115.00,2114.43
2111.00,2114.33
2111.00,2114.24
2123.00,2114.48
2121.00,2114.66
2129.00,2115.06
2140.00,2115.74
2174.00,2117.37
2227.00,2120.69
2293.00,2126.82
2377.00,2138.25
2463.00,2159.08
2555.00,2196.97
2648.00,2262.98
2701.00,2358.37
2776.00,2479.50
2825.00,2599.52
2870.00,2699.61
2903.00,2773.47
2934.00,2827.75
2957.00,2867.66
2971.00,2896.58
2985.00,2918.90
2996.00,2936.56
2995.00,2948.78
2999.00,2958.29
2999.00,2965.30
3013.00,2972.80
3003.00,2977.24
3019.00,2982.86
3017.00,2987.21
3029.00,2992.22
3027.00,2996.21
3030.00,2999.91
3035.00,3003.58
3037.00,3006.95
3033.00,3009.47
3043.00,3012.58
3044.00,3015.40
3037.00,3017.29
3037.00,3018.93
3034.00,3020.13
3045.00,3022.02
3047.00,3023.87
3037.00,3024.81
3041.00,3025.92
3033.00,3026.39
3035.00,3026.94
3035.00,3027.42
3035.00,3027.86
3030.00,3027.98
3032.00,3028.19
3025.00,3028.03
3022.00,3027.74
3021.00,3027.42
3028.00,3027.45
3025.00,3027.34
3017.00,3026.91
3013.00,3026.35
3013.00,3025.81
3015.00,3025.38
3007.00,3024.67
2991.00,3023.36
2995.00,3022.24
2972.00,3020.22
2955.00,3017.45
2918.00,3012.90
2875.00,3005.72
2828.00,2994.66
2773.00,2977.41
2712.00,2950.62
2620.00,2906.36
2537.00,2839.17
2459.00,2747.82
2381.00,2638.78
2324.00,2531.73
2269.00,2438.04
2229.00,2364.40
2203.00,2310.63
2188.00,2273.12
2171.00,2244.95
2165.00,2225.01
2163.00,2211.10
2155.00,2199.80
2153.00,2191.24
2149.00,2184.20
2141.00,2177.58
