timestamp(s),roll,pitch,yaw
0.0017955303192138672,-0.031645018607378006,-0.04764438048005104,4.755878448486328
0.0020399093627929688,-0.04979678615927696,0.047880589962005615,4.756491184234619
0.009491920471191406,0.11802893131971359,-0.07223828136920929,4.755731582641602
0.019855022430419922,-0.007638174574822187,-0.001122652436606586,4.756286144256592
0.032958984375,-0.0824970081448555,0.1152895838022232,4.756540298461914
0.0401608943939209,0.0742124542593956,-0.06713145226240158,4.7557454109191895
0.05061531066894531,0.06116529554128647,-0.5285550355911255,4.756472110748291
0.06281828880310059,0.05570089817047119,-0.6387202739715576,4.73643159866333
0.07110047340393066,0.03843801096081734,0.1390148252248764,4.71834659576416
0.0829157829284668,0.04477881267666817,-0.006205191370099783,4.69639778137207
0.09302210807800293,0.03702790290117264,1.098591923713684,4.676612854003906
0.10234546661376953,-0.035896964371204376,1.7075930833816528,4.61838436126709
0.1126396656036377,-0.031186874955892563,2.876068592071533,4.607410907745361
0.122955322265625,0.02855401113629341,2.693687915802002,4.6137495040893555
0.13318467140197754,-0.02820194698870182,2.489405632019043,4.583301067352295
0.14324569702148438,-0.18548442423343658,3.4885871410369873,4.548696041107178
0.15348410606384277,-0.05300741270184517,4.094991683959961,4.525678634643555
0.1722412109375,-0.10418232530355453,5.267272472381592,4.480025768280029
0.1748795509338379,-0.06157444044947624,5.740382194519043,4.483168125152588
0.22504210472106934,-0.0351850688457489,6.489518165588379,4.468832969665527
0.22542023658752441,-0.06959614157676697,6.500894546508789,4.456634521484375
0.2256453037261963,0.055561747401952744,7.345139026641846,4.4387922286987305
0.22690820693969727,-0.029219036921858788,7.78852653503418,4.3861870765686035
0.22759437561035156,-0.018070165067911148,9.025593757629395,4.363333702087402
0.24396634101867676,0.004460925702005625,9.001237869262695,4.338353633880615
0.24855947494506836,-0.0648343414068222,10.096517562866211,4.322343826293945
0.25885605812072754,-0.05603985860943794,9.804780006408691,4.308536052703857
0.27591419219970703,0.10537133365869522,11.249283790588379,4.298079013824463
0.280454158782959,-0.2173815220594406,12.045926094055176,4.200611114501953
0.28983473777770996,-0.15861429274082184,13.25157356262207,4.187241077423096
0.30305027961730957,-0.06199656426906586,13.30716323852539,4.184972286224365
0.31055283546447754,-0.06225180625915527,13.967360496520996,4.181135654449463
0.32053303718566895,-0.08437348157167435,14.031912803649902,4.145836353302002
0.33320140838623047,-0.08599073439836502,15.4142484664917,4.112421035766602
0.341480016708374,-0.07301823794841766,15.57507610321045,4.084195137023926
0.35145092010498047,-0.17004179954528809,16.85238265991211,4.033055305480957
0.36350131034851074,-0.14802280068397522,16.854705810546875,4.010524749755859
0.37227463722229004,-0.0709356889128685,17.40457534790039,4.0234456062316895
0.38435840606689453,-0.1576744168996811,17.885210037231445,3.9668822288513184
0.3959081172943115,-0.1463521271944046,18.51152992248535,3.9524903297424316
0.4053630828857422,-0.14492948353290558,19.32637596130371,3.9131722450256348
0.41354966163635254,-0.1526201069355011,19.923686981201172,3.890122175216675
0.42403101921081543,-0.17376239597797394,20.746530532836914,3.841953992843628
0.43786168098449707,-0.10578056424856186,21.344104766845703,3.8433187007904053
0.4536917209625244,-0.13829278945922852,22.787731170654297,3.7830324172973633
0.49205565452575684,-0.1836341768503189,23.657297134399414,3.7488553524017334
0.49247241020202637,-0.13792036473751068,23.726573944091797,3.7404935359954834
0.4927332401275635,-0.2717928886413574,24.61760711669922,3.660104751586914
0.493011474609375,-0.2781088650226593,25.293649673461914,3.6257712841033936
0.5019485950469971,-0.13495387136936188,25.50210189819336,3.6678006649017334
0.5062212944030762,-0.28669315576553345,26.72805404663086,3.567936897277832
0.5195217132568359,-0.3148912191390991,26.998477935791016,3.528345823287964
0.5264959335327148,-0.3063073456287384,28.37714385986328,3.4824604988098145
0.5542452335357666,-0.33057278394699097,28.996875762939453,3.44116473197937
0.555152177810669,-0.3136138319969177,29.7727108001709,3.423914670944214
0.5665230751037598,-0.38329294323921204,30.5245304107666,3.3713560104370117
0.5672743320465088,-0.26138201355934143,30.865493774414062,3.393808603286743
0.5776021480560303,-0.3531779944896698,31.647409439086914,3.3263373374938965
0.5966129302978516,-0.4809902608394623,32.65571975708008,3.211775541305542
0.6056861877441406,-0.47582611441612244,33.335899353027344,3.1717402935028076
0.6086132526397705,-0.44297724962234497,34.08538818359375,3.176691770553589
0.6194307804107666,-0.58867347240448,35.10718536376953,3.0380561351776123
0.632932186126709,-0.6207981705665588,36.47171401977539,2.986454725265503
